narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,quality_score,combined_class
P28_103_83,P28,P28_103,06:15.7,06:13.6,06:34.3,18679,19717,clean onion,clean,2,onion,16,['onion'],[16],0.88,2_16
P28_109_38,P28,P28_109,01:59.4,01:58.9,02:02.2,5944,6110,open almond drink,open,3,drink:almond,209,['drink:almond'],[209],1.0,3_209
P28_111_195,P28,P28_111,00:10:25.162,00:10:23.44,00:10:26.47,31172,31323,put blueberries in fridge,put-in,5,blueberry,178,"['blueberry', 'fridge']","[178, 12]",1.0,5_178
P28_112_20,P28,P28_112,00:55.2,00:53.0,01:00.0,2648,2999,put clothes,put,1,clothes,73,['clothes'],[73],1.0,1_73
P28_13_0,P28,P28_13,00:00.0,00:02.8,00:06.1,165,364,move oil and salt,move,11,oil,31,"['oil', 'salt']","[31, 38]",0.84,11_31
P28_13_6,P28,P28_13,00:33.4,00:33.7,00:37.1,2021,2227,put egg in pan,put-in,5,egg,53,"['egg', 'pan']","[53, 5]",1.0,5_53
P28_14_46,P28,P28_14,02:28.2,02:28.3,02:29.1,8896,8945,put salt in cupboard,put-in,5,salt,38,"['salt', 'cupboard']","[38, 3]",0.8,5_38
P29_01_218,P29,P29_01,00:13:35.920,00:13:23.44,00:13:24.59,48206,48275,pour curry powder in pan,pour-in,9,powder:curry,138,"['powder:curry', 'pan']","[138, 5]",0.48,9_138
P29_03_193,P29,P29_03,00:11:29.710,00:11:28.48,00:11:30.13,41308,41407,submerge bowl in sink,submerge,56,bowl,7,"['bowl', 'sink']","[7, 63]",1.0,56_7
P29_03_375,P29,P29_03,00:24:00.210,00:23:45.78,00:24:01.62,85546,86497,dry baking tray,dry,14,tray:baking,35,['tray:baking'],[35],0.92,14_35
P29_03_390,P29,P29_03,00:24:55.299,00:24:56.50,00:24:57.36,89790,89841,pick up masher,pick-up,0,masher,251,['masher'],[251],1.0,0_251
P30_05_108,P30,P30_05,08:20.9,08:11.2,08:20.2,29473,30013,continue peeling ginger,peel,19,ginger,131,['ginger'],[131],1.0,19_131
P30_05_130,P30,P30_05,10:25.6,10:24.3,10:25.7,37459,37539,break garlic clove,break,30,clove:garlic,51,['clove:garlic'],[51],0.72,30_51
P30_05_186,P30,P30_05,15:08.4,14:58.4,15:08.0,53905,54479,continue squeezing lime,squeeze,18,lime,161,['lime'],[161],0.76,18_161
P30_05_245,P30,P30_05,19:56.0,19:50.8,19:51.6,71450,71495,open box,open,3,box,23,['box'],[23],0.96,3_23
P30_05_274,P30,P30_05,22:26.6,22:24.1,22:26.2,80645,80773,put limes in saucepan,put-in,5,lime,161,"['lime', 'saucepan']","[161, 5]",0.96,5_161
P30_05_312,P30,P30_05,25:14.2,25:09.5,25:17.1,90571,91026,scrape stock from tin,scrape,25,stock,95,"['stock', 'tin']","[95, 61]",1.0,25_95
P30_05_35,P30,P30_05,03:22.0,03:18.2,03:19.2,11892,11949,take salad,take,0,salad,68,['salad'],[68],1.0,0_68
P30_05_38,P30,P30_05,03:32.0,03:29.7,03:30.9,12579,12652,put lemon,put,1,lemon,105,['lemon'],[105],0.84,1_105
P30_05_381,P30,P30_05,30:43.5,30:41.5,30:42.6,110488,110553,stack boxes,stack,40,box,23,['box'],[23],0.96,40_23
P30_05_459,P30,P30_05,35:42.9,35:31.4,35:40.1,127883,128408,remove lime from food,remove-from,12,lime,161,"['lime', 'food']","[161, 34]",0.84,12_161
P30_05_524,P30,P30_05,40:08.2,40:09.5,40:13.3,144570,144799,unwrap lime,unwrap,84,lime,161,['lime'],[161],1.0,84_161
P30_05_628,P30,P30_05,45:28.0,45:43.4,45:45.2,164606,164713,put carrot peelings in bin,put-in,5,peeling:carrot,48,"['peeling:carrot', 'bin']","[48, 36]",0.6,5_48
P30_05_681,P30,P30_05,49:10.9,49:16.4,49:22.6,177381,177759,continue splitting fish,split,52,fish,119,['fish'],[119],1.0,52_119
P30_05_69,P30,P30_05,05:14.5,05:27.1,05:29.4,19623,19764,gather bits,gather,63,board:chopping,18,['board:chopping'],[18],0.0,63_18
P30_05_701,P30,P30_05,50:23.1,50:34.3,50:38.3,182059,182300,fill box of carrots with water,fill,26,box:carrot,23,"['box:carrot', 'water']","[23, 27]",1.0,26_23
P30_05_723,P30,P30_05,51:58.5,51:52.3,52:05.9,186739,187555,put carrot skinner in drying rack,put-in,5,skinner:carrot,87,"['skinner:carrot', 'rack:drying']","[87, 110]",0.8,5_87
P30_101_120,P30,P30_101,04:08.9,04:09.1,04:10.9,12455,12546,rinse lemon squeezer piece,rinse,2,piece:lemon:squeezer,106,['piece:lemon:squeezer'],[106],0.92,2_106
P30_101_143,P30,P30_101,04:41.1,04:39.0,04:41.6,13951,14081,empty washing up bowl,empty,20,bowl:washing:up,7,['bowl:washing:up'],[7],0.96,20_7
P30_101_147,P30,P30_101,04:48.1,04:47.3,04:48.1,14362,14407,move chopping board,move,11,board:chopping,18,['board:chopping'],[18],0.96,11_18
P30_101_209,P30,P30_101,07:13.1,07:13.3,07:14.1,21663,21706,eat pitta piece,eat,35,piece:pitta,33,['piece:pitta'],[33],0.68,35_33
P30_101_252,P30,P30_101,09:16.1,09:15.7,09:18.7,27786,27935,dry lemon squeezer piece,dry,14,piece:lemon:squeezer,106,['piece:lemon:squeezer'],[106],0.0,14_106
P30_101_256,P30,P30_101,09:36.4,09:35.3,09:36.5,28765,28827,pick up lemon squeezer piece,pick-up,0,piece:lemon:squeezer,106,['piece:lemon:squeezer'],[106],1.0,0_106
P30_107_223,P30,P30_107,11:33.1,11:31.6,11:34.6,34579,34732,scratch pak choi,scratch,55,choi:pak,151,['choi:pak'],[151],0.84,55_151
P30_107_310,P30,P30_107,16:16.8,16:13.1,16:15.1,48657,48757,take broccoli piece,take,0,piece:broccoli,101,['piece:broccoli'],[101],0.92,0_101
P30_107_627,P30,P30_107,00:32:14.36,00:32:13.41,00:32:15.98,96670,96799,slice pak choi leaf,slice,7,leaf:pak:choi,62,['leaf:pak:choi'],[62],1.0,7_62
P30_107_674,P30,P30_107,00:35:33.10,00:35:32.57,00:35:33.74,106628,106686,squash garlic clove with knife,squash,18,clove:garlic,51,"['clove:garlic', 'knife']","[51, 4]",0.76,18_51
P30_111_199,P30,P30_111,08:03.9,08:02.8,08:04.9,24139,24243,fill bottle with water,fill-with,26,bottle,15,"['bottle', 'water']","[15, 27]",0.76,26_15
P30_111_207,P30,P30_111,08:21.9,08:20.5,08:22.9,25025,25145,move recycling box,move,11,box:recycling,36,['box:recycling'],[36],0.76,11_36
P30_111_290,P30,P30_111,11:38.4,11:37.5,11:38.5,34875,34925,pick up scotch egg,pick-up,0,egg:scotch,246,['egg:scotch'],[246],0.96,0_246
P30_111_307,P30,P30_111,12:52.1,12:50.0,13:05.5,38498,39275,scrub saucepan,scrub,29,saucepan,5,['saucepan'],[5],0.8,29_5
P30_111_396,P30,P30_111,16:44.4,16:41.3,16:45.3,50063,50264,remove part of pepper piece,remove,12,part:pepper:piece,37,['part:pepper:piece'],[37],0.84,12_37
P30_111_406,P30,P30_111,17:10.1,17:08.5,17:11.0,51423,51552,gather pepper pieces,gather,63,piece:pepper,37,['piece:pepper'],[37],0.8,63_37
P30_111_418,P30,P30_111,17:30.3,17:29.9,17:30.8,52493,52540,hit sponge on sink,hit,32,sponge,9,"['sponge', 'sink']","[9, 63]",0.0,32_9
P30_111_429,P30,P30_111,18:01.4,17:59.5,18:03.5,53977,54172,spoon passata onto pizza base,spoon,16,passata,47,"['passata', 'base:pizza']","[47, 91]",1.0,16_47
P30_111_440,P30,P30_111,18:52.3,18:51.6,19:05.8,56579,57292,sprinkle cheese over pizza base,sprinkle,42,cheese,32,"['cheese', 'base:pizza']","[32, 91]",1.0,42_32
P30_111_452,P30,P30_111,20:08.1,20:07.2,20:08.3,60361,60413,put salami piece on pizza,put-on,1,piece:salami,156,"['piece:salami', 'pizza']","[156, 91]",0.96,1_156
P30_111_505,P30,P30_111,22:58.1,22:56.8,23:06.3,68838,69313,wipe wall,wipe,2,wall,242,['wall'],[242],1.0,2_242
P31_03_13,P31,P31_03,00:01:49.720,00:01:50.62,00:01:52.51,6637,6750,put pineapple,put,1,pineapple,281,['pineapple'],[281],0.88,1_281
P35_105_235,P35,P35_105,17:10.4,17:09.6,17:10.5,51478,51526,put down cream,put-down,1,cream,143,['cream'],[143],1.0,1_143
P35_105_381,P35,P35_105,00:30:29.351,00:30:26.77,00:30:32.68,91338,91634,drink water,drink,60,water,27,['water'],[27],0.88,60_27
P35_105_415,P35,P35_105,34:29.4,34:29.2,34:30.0,103458,103501,pour meat,pour,9,meat,28,['meat'],[28],0.0,9_28
P35_107_199,P35,P35_107,00:12:58.850,00:12:58.87,00:13:01.30,38943,39065,drain plate,drain,37,plate,2,['plate'],[2],0.92,37_2
P35_109_166,P35,P35_109,10:52.3,10:51.9,10:52.6,32595,32632,turn down machine,turn-down,65,machine,124,['machine'],[124],0.8,65_124
P35_109_176,P35,P35_109,11:23.1,11:19.8,11:50.5,33992,35526,throw coffee,throw,13,coffee,59,['coffee'],[59],0.96,13_59
P35_109_197,P35,P35_109,13:48.9,13:48.0,13:49.8,41399,41490,move cup,move,11,cup,13,['cup'],[13],0.96,11_13
P37_101_252,P37,P37_101,19:19.9,19:19.3,19:21.6,57965,58079,put garlic skins to bin,put-to,1,skin:garlic,48,"['skin:garlic', 'bin']","[48, 36]",1.0,1_48
P37_101_336,P37,P37_101,24:33.2,24:32.3,24:35.0,73614,73750,put coriander on chopping board,put-on,1,coriander,173,"['coriander', 'board:chopping']","[173, 18]",1.0,1_173
P37_101_346,P37,P37_101,25:03.9,25:04.1,25:06.7,75203,75336,put coriander in pot,put-in,5,coriander,173,"['coriander', 'pot']","[173, 29]",1.0,5_173
P37_101_5,P37,P37_101,00:21.7,00:21.6,00:23.2,1082,1159,put stool down,put-down,1,stool,182,['stool'],[182],1.0,1_182
