narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,action_presence,camera_motion,lighting,focus,action_completeness,object_presence,quality_score,combined_class
P05_08_89_0,P05,P05_08_89_0,00:00:00.000,00:00:00.000,00:00:03.616,1,217,pour pasta into colander,pour-into,9,pasta,45,"['pasta', 'colander']","[45, 39]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,9_45
P12_02_90_1,P12,P12_02_90_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,divide minced meats,divide,52,meat:minced,28,['meat:minced'],[28],1,4.0,3.0,5.0,1.0,5.0,0.3802521008403361,52_28
P03_19_37,P03,P03_19,00:02:08.700,00:02:06.81,00:02:07.67,7608,7660,close cupboard,close,4,cupboard,3,['cupboard'],[3],1,5.0,4.0,2.0,2.0,2.0,0.3910256410256411,4_3
P04_109_238_0,P04,P04_109_238_0,00:00:00.000,00:00:00.000,00:00:01.250,1,75,pick up clip,pick-up,0,clip,129,['clip'],[129],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0_129
P22_117_260,P22,P22_117,00:10:26.9,00:10:26.0,00:10:30.9,31298,31544,stir courgettes,stir,10,courgette,76,['courgette'],[76],1,5.0,5.0,5.0,5.0,5.0,1.0,10_76
P11_16_84_2,P11,P11_16_84_2,00:00:00.000,00:00:00.000,00:00:12.550,1,753,rinse hands,rinse,2,hand,11,['hand'],[11],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,2_11
P30_05_69_3,P28,P28_103,00:12:10.4,00:12:10.2,00:12:19.8,36509,36990,chop onion,chop,63,onion,18,['onion'],[16],0,5.0,5.0,5.0,5.0,5.0,0.0,63_18
P13_10_17_3,P04,P04_102,00:01:59.350,00:01:59.31,00:02:01.11,5965,6055,open quorn sausages,open,0,sausage:quorn,43,['sausage:quorn'],[86],0,5.0,5.0,5.0,4.0,3.0,0.0,0_43
P24_05_128_2,P04,P04_110,00:08:02.1,00:07:58.9,00:08:02.2,23942,24111,adjust pieces of broccoli,adjust,0,piece:broccoli,15,['piece:broccoli'],[101],0,5.0,5.0,5.0,5.0,5.0,0.0,0_15
P22_07_179_1,P22,P22_07_179_1,00:00:00.000,00:00:00.000,00:00:01.250,1,75,set down cutlery,set-down,1,cutlery,58,['cutlery'],[58],1,5.0,5.0,3.0,4.0,1.0,0.3802521008403361,1_58
P08_21_186_3,P15,P15_02,00:05:52.4,00:05:53.1,00:06:04.0,21187,21837,put potato in the pan,put-in,3,potato,6,"['potato', 'pan']","[30, 5]",0,5.0,5.0,5.0,5.0,5.0,0.0,3_6
P04_03_206_3,P30,P30_111,00:11:17.6,00:11:16.8,00:11:17.9,33842,33896,take scotch egg box,take,4,box:scotch:egg,23,['box:scotch:egg'],[23],0,5.0,5.0,5.0,5.0,3.0,0.0,4_23
P30_101_120_1,P30,P30_101_120_1,00:00:00.000,00:00:00.000,00:00:01.516,1,91,rinse lemon squeezer piece,rinse,2,piece:lemon:squeezer,106,['piece:lemon:squeezer'],[106],1,5.0,5.0,4.0,5.0,1.0,0.4256756756756756,2_106
P02_03_266_2,P02,P02_03_266_2,00:00:00.000,00:00:00.000,00:00:13.599,1,816,still chopping chicken,chop,7,chicken,57,['chicken'],[57],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,7_57
P01_09_438_1,P01,P01_09_438_1,00:00:00.000,00:00:00.000,00:00:01.066,1,64,take scissors,take,0,scissors,79,['scissors'],[79],1,4.0,5.0,3.0,4.0,1.0,0.3647540983606557,0_79
P02_135_0_2,P28,P28_111,00:01:47.167,00:01:46.39,00:01:47.49,5319,5374,take colander,take,0,colander,13,['colander'],[39],0,5.0,5.0,5.0,5.0,5.0,0.0,0_13
P03_109_267,P03,P03_109,00:14:09.851,00:14:09.68,00:14:10.50,42484,42525,move tap,move,11,tap,0,['tap'],[0],1,5.0,5.0,5.0,5.0,5.0,1.0,11_0
P27_101_342_0,P27,P27_101_342_0,00:00:00.000,00:00:00.000,00:00:00.750,1,45,close garbage bin,close,4,bin:garbage,36,['bin:garbage'],[36],1,2.0,1.0,2.0,3.0,3.0,0.21875,4_36
P03_101_316_0,P03,P03_101_316_0,00:00:00.000,00:00:00.000,00:00:01.866,1,112,remove cardigan,remove,12,cardigan,73,['cardigan'],[73],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,12_73
P04_05_272_2,P04,P04_05_272_2,00:00:00.000,00:00:00.000,00:00:11.300,1,678,wash hands,wash,2,hand,11,['hand'],[11],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,2_11
P30_05_69_2,P30,P30_05_69_2,00:00:00.000,00:00:00.000,00:00:02.350,1,141,gather bits,gather,63,board:chopping,18,['board:chopping'],[18],0,,,,,1.0,0.0,63_18
P30_05_309_1,P30,P30_05_309_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,pour stock into saucepan,pour-into,9,stock,95,"['stock', 'saucepan']","[95, 5]",1,5.0,4.0,5.0,1.0,4.0,0.4078947368421053,9_95
P30_111_170_2,P01,P01_03,00:00:24.4,00:00:24.8,00:00:25.9,1486,1555,put down container,put-down,0,container,4,['container'],[21],0,4.0,4.0,5.0,4.0,5.0,0.0,0_4
P01_09_571_3,P06,P06_09,00:06:02.4,00:06:01.6,00:06:03.4,21697,21802,chop pepper,chop,1,pepper,56,['pepper'],[37],0,3.0,4.0,4.0,4.0,5.0,0.0,1_56
P25_107_446_1,P25,P25_107_446_1,00:00:00.000,00:00:00.000,00:00:00.766,1,46,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,4.0,3.0,4.0,3.0,1.0,0.326923076923077,3_3
P01_09_376,P01,P01_09,00:27:47.7,00:27:47.7,00:27:48.9,100062,100131,take salt,take,0,salt,38,['salt'],[38],1,5.0,5.0,5.0,5.0,5.0,1.0,0_38
P27_101_81_0,P27,P27_101_81_0,00:00:00.000,00:00:00.000,00:00:02.366,1,142,put down baking tray,put-down,1,tray:baking,35,['tray:baking'],[35],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,1_35
P03_03_0_2,P03,P03_03_0_2,00:00:00.000,00:00:00.000,00:00:02.266,1,136,pick up bag,pick-up,0,bag,19,['bag'],[19],1,5.0,5.0,2.0,2.0,1.0,0.2708333333333333,0_19
P37_102_49_3,P22,P22_117,00:10:26.9,00:10:26.0,00:10:30.9,31298,31544,stir courgettes,stir,7,courgette,41,['courgette'],[76],0,5.0,5.0,5.0,5.0,5.0,0.0,7_41
P28_103_235_0,P28,P28_103_235_0,00:00:00.000,00:00:00.000,00:00:01.366,1,82,put oven glove,put,1,glove:oven,60,['glove:oven'],[60],1,5.0,1.0,4.0,5.0,5.0,0.4256756756756756,1_60
P25_107_487_1,P25,P25_107_487_1,00:00:00.000,00:00:00.000,00:00:00.650,1,39,put down fork,put-down,1,fork,14,['fork'],[14],1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,1_14
P24_08_132_3,P22,P22_117,00:13:35.1,00:13:34.5,00:13:40.7,40727,41034,stir courgettes,stir,23,courgette,16,['courgette'],[76],0,5.0,4.0,5.0,5.0,5.0,0.0,23_16
P35_105_273_2,P01,P01_09,00:30:21.4,00:30:20.9,00:30:22.1,109251,109326,take scissors,take,1,scissors,1,['scissors'],[79],0,5.0,4.0,5.0,5.0,3.0,0.0,1_1
P30_05_505,P30,P30_05,00:38:33.609,00:38:26.16,00:38:32.79,138369,138767,adjust gas temperature,adjust,17,temperature:gas,65,['temperature:gas'],[65],1,2.0,4.0,3.0,2.0,2.0,0.35,17_65
P04_03_200_3,P06,P06_09,00:06:02.4,00:06:01.6,00:06:03.4,21697,21802,chop pepper,chop,0,pepper,23,['pepper'],[37],0,3.0,4.0,4.0,4.0,5.0,0.0,0_23
P06_09_21_0,P06,P06_09_21_0,00:00:00.000,00:00:00.000,00:00:01.750,1,105,chop pepper,chop,7,pepper,37,['pepper'],[37],1,3.0,1.0,4.0,4.0,5.0,0.3647540983606557,7_37
P16_01_23_2,P08,P08_21,00:04:33.1,00:04:33.6,00:04:34.7,16414,16479,open cupboard,open,12,cupboard,119,['cupboard'],[3],0,3.0,4.0,5.0,4.0,4.0,0.0,12_119
P30_111_120,P30,P30_111,00:04:46.8,00:04:46.3,00:04:47.5,14316,14374,pick up chopping board,pick-up,0,board:chopping,18,['board:chopping'],[18],1,4.0,4.0,4.0,5.0,5.0,0.8369565217391306,0_18
P28_103_87_2,P28,P28_103_87_2,00:00:00.000,00:00:00.000,00:00:02.299,1,138,put onion,put,1,onion,16,['onion'],[16],1,5.0,5.0,4.0,5.0,1.0,0.4256756756756756,1_16
P24_06_40,P24,P24_06,00:03:33.190,00:03:27.05,00:03:45.89,12423,13553,rinse colander,rinse,2,colander,39,['colander'],[39],1,5.0,4.0,5.0,5.0,5.0,0.9404761904761904,2_39
P02_130_308,P02,P02_130,00:17:03.2,00:17:03.1,00:17:05.8,51154,51291,mix biscuits and chocolate,mix,10,biscuit,104,"['biscuit', 'chocolate']","[104, 188]",1,5.0,5.0,5.0,5.0,5.0,1.0,10_104
P07_115_65_0,P07,P07_115_65_0,00:00:00.000,00:00:00.000,00:00:01.899,1,114,put broccoli into container,put-into,5,broccoli,101,"['broccoli', 'container']","[101, 21]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,5_101
P04_05_26,P04,P04_05,00:03:14.9,00:03:17.7,00:03:19.4,11860,11965,put potatoes in water,put-in,5,potato,30,"['potato', 'water']","[30, 27]",1,5.0,5.0,5.0,5.0,5.0,1.0,5_30
P10_04_420_2,P04,P04_109,00:06:52.9,00:06:51.9,00:06:52.9,20597,20647,grab piece of cucumber,grab,1,piece:cucumber,29,['piece:cucumber'],[72],0,4.0,4.0,4.0,4.0,3.0,0.0,1_29
P04_03_113_3,P02,P02_132,00:03:33.4,00:03:33.2,00:03:34.9,10658,10746,close fridge,close,0,fridge,162,['fridge'],[12],0,4.0,4.0,3.0,4.0,3.0,0.0,0_162
P24_08_82_0,P24,P24_08_82_0,00:00:00.000,00:00:00.000,00:00:00.750,1,45,close door,close,4,door,3,['door'],[3],1,5.0,1.0,5.0,5.0,3.0,0.396551724137931,4_3
P06_102_31_1,P06,P06_102_31_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,pour salt into bowl,pour-into,9,salt,38,"['salt', 'bowl']","[38, 7]",1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,9_38
P30_101_147_2,P03,P03_120,00:13:22.350,00:13:22.25,00:13:23.00,40112,40150,close cupboard,close,11,cupboard,18,['cupboard'],[3],0,1.0,5.0,1.0,1.0,1.0,0.0,11_18
P06_07_201,P06,P06_07,00:14:21.760,00:14:20.50,00:14:21.16,51630,51669,open dishwasher,open,3,dishwasher,70,['dishwasher'],[70],1,3.0,4.0,5.0,4.0,4.0,0.7240259740259741,3_70
P22_117_214_1,P22,P22_117_214_1,00:00:00.000,00:00:00.000,00:00:00.783,1,47,pick courgettes,pick,0,courgette,76,['courgette'],[76],0,,,,,1.0,0.0,0_76
P30_05_312,P30,P30_05,00:25:14.2,00:25:09.5,00:25:17.1,90571,91026,scrape stock from tin,scrape,25,stock,95,"['stock', 'tin']","[95, 61]",1,5.0,5.0,5.0,5.0,5.0,1.0,25_95
P03_04_68,P03,P03_04,00:03:13.2,00:03:10.5,00:03:18.2,11430,11895,peel onion,peel,19,onion,16,['onion'],[16],1,5.0,5.0,5.0,5.0,5.0,1.0,19_16
P12_02_112_2,P12,P12_02_112_2,00:00:00.000,00:00:00.000,00:00:04.000,1,240,throw away garbage,throw,13,garbage,54,['garbage'],[54],1,4.0,4.0,5.0,5.0,1.0,0.4078947368421053,13_54
P26_110_58_1,P26,P26_110_58_1,00:00:00.000,00:00:00.000,00:00:01.133,1,68,pick up pasta,pick-up,0,pasta,45,['pasta'],[45],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0_45
P04_05_124_2,P04,P04_110,00:04:12.6,00:04:12.2,00:04:30.1,12611,13505,stir spicy bean sauce into broccoli,stir-into,25,sauce:spicy:bean,4,"['sauce:spicy:bean', 'broccoli']","[47, 101]",0,5.0,5.0,5.0,5.0,5.0,0.0,25_4
P30_109_162_1,P30,P30_109_162_1,00:00:00.000,00:00:00.000,00:00:02.500,1,150,take box from fridge,take-from,0,box,23,"['box', 'fridge']","[23, 12]",1,5.0,5.0,4.0,1.0,4.0,0.4078947368421053,0_23
P06_101_282_2,P06,P06_101_282_2,00:00:00.000,00:00:00.000,00:00:03.083,1,185,take out tray,take-out,12,tray,35,['tray'],[35],1,4.0,5.0,5.0,5.0,1.0,0.4256756756756756,12_35
P04_05_244,P04,P04_05,00:26:55.5,00:26:55.5,00:26:56.8,96932,97008,pick up box,pick-up,0,box,23,['box'],[23],1,5.0,3.0,4.0,5.0,4.0,0.7635135135135134,0_23
P06_09_21,P06,P06_09,00:06:02.4,00:06:01.6,00:06:03.4,21697,21802,chop pepper,chop,7,pepper,37,['pepper'],[37],1,3.0,4.0,4.0,4.0,5.0,0.7240259740259741,7_37
P01_01_124_1,P01,P01_01_124_1,00:00:00.000,00:00:00.000,00:00:01.083,1,65,take spatula,take,0,spatula,20,['spatula'],[20],1,4.0,4.0,4.0,3.0,1.0,0.35,0_20
P01_09_508_2,P01,P01_09_508_2,00:00:00.000,00:00:00.000,00:00:03.500,1,210,take dough,take,0,dough,25,['dough'],[25],1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,0_25
P04_121_529,P04,P04_121,00:21:53.1,00:21:53.0,00:21:53.9,65648,65695,open drawer,open,3,drawer,8,['drawer'],[8],1,5.0,5.0,5.0,5.0,5.0,1.0,3_8
P04_04_100_2,P04,P04_04_100_2,00:00:00.000,00:00:00.000,00:00:10.750,1,645,slice paneer,slice,7,paneer,32,['paneer'],[32],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,7_32
P12_02_115_3,P02,P02_03,00:14:52.3,00:14:48.5,00:15:02.1,53308,54124,still chopping chicken,chop,10,chicken,34,['chicken'],[57],0,5.0,5.0,5.0,5.0,5.0,0.0,10_34
P03_113_29_0,P03,P03_113_29_0,00:00:00.000,00:00:00.000,00:00:01.116,1,67,take lid off saucepan,take-off,12,lid,6,"['lid', 'saucepan']","[6, 5]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,12_6
P11_107_18,P11,P11_107,00:00:50.9,00:00:50.8,00:00:58.5,2542,2924,cut pizza,cut,7,pizza,91,['pizza'],[91],1,5.0,5.0,5.0,5.0,5.0,1.0,7_91
P25_107_498_3,P30,P30_111,00:11:11.4,00:11:10.2,00:11:11.3,33511,33563,close fridge,close,22,fridge,67,['fridge'],[12],0,5.0,5.0,4.0,4.0,4.0,0.0,22_67
P08_21_338_1,P08,P08_21_338_1,00:00:00.000,00:00:00.000,00:00:01.316,1,79,put the lid back on jar,put-on,1,lid,6,"['lid', 'jar']","[6, 40]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,1_6
P35_109_197_0,P35,P35_109_197_0,00:00:00.000,00:00:00.000,00:00:01.516,1,91,move cup,move,11,cup,13,['cup'],[13],1,5.0,1.0,4.0,5.0,5.0,0.4256756756756756,11_13
P10_04_390,P10,P10_04,00:41:52.0,00:41:33.0,00:41:51.4,149578,150687,mix the sprout with the water,mix-with,10,sprout,258,"['sprout', 'water']","[258, 27]",1,4.0,3.0,4.0,4.0,4.0,0.6875,10_258
P12_101_248_3,P03,P03_109,00:06:17.931,00:06:18.22,00:06:18.69,18911,18934,put saucepan on drying rack,put-on,10,saucepan,28,"['saucepan', 'rack:drying']","[5, 110]",0,4.0,4.0,4.0,4.0,4.0,0.0,10_28
P28_111_35,P28,P28_111,00:01:47.167,00:01:46.39,00:01:47.49,5319,5374,take colander,take,0,colander,39,['colander'],[39],1,5.0,5.0,5.0,5.0,5.0,1.0,0_39
P02_07_16_1,P02,P02_07_16_1,00:00:00.000,00:00:00.000,00:00:00.683,1,41,put tongs,put,1,tongs,142,['tongs'],[142],1,5.0,5.0,4.0,4.0,1.0,0.4078947368421053,1_142
P12_101_199_1,P12,P12_101_199_1,00:00:00.000,00:00:00.000,00:00:01.350,1,81,pick up minced meat from cutting board,pick-up,0,meat:minced,28,"['meat:minced', 'board:cutting']","[28, 18]",1,4.0,4.0,5.0,4.0,1.0,0.3910256410256411,0_28
P10_04_176_0,P10,P10_04_176_0,00:00:00.000,00:00:00.000,00:00:01.966,1,118,wash the knife,wash,2,knife,4,['knife'],[4],1,5.0,1.0,4.0,4.0,4.0,0.3910256410256411,2_4
P26_119_109_1,P26,P26_119_109_1,00:00:00.000,00:00:00.000,00:00:01.466,1,88,cut tomato,cut,7,tomato,43,['tomato'],[43],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,7_43
P02_122_202_0,P02,P02_122_202_0,00:00:00.000,00:00:00.000,00:00:01.966,1,118,pick up bag of bread wraps,pick-up,0,bag:bread:wrap,19,['bag:bread:wrap'],[19],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0_19
P29_03_375,P29,P29_03,00:24:00.210,00:23:45.78,00:24:01.62,85546,86497,dry baking tray,dry,14,tray:baking,35,['tray:baking'],[35],1,5.0,4.0,5.0,5.0,4.0,0.8863636363636362,14_35
P35_105_140,P35,P35_105,00:10:09.4,00:10:08.1,00:10:10.2,30404,30508,move pan,move,11,pan,5,['pan'],[5],1,4.0,4.0,4.0,4.0,4.0,0.75,11_5
P04_121_660_1,P04,P04_121_660_1,00:00:00.000,00:00:00.000,00:00:00.900,1,54,close freezer door,close,4,door:freezer,113,['door:freezer'],[113],1,5.0,5.0,3.0,4.0,1.0,0.3802521008403361,4_113
P01_03_19_0,P01,P01_03_19_0,00:00:00.000,00:00:00.000,00:00:00.850,1,51,put down cup,put-down,1,cup,13,['cup'],[13],1,5.0,1.0,5.0,4.0,4.0,0.4078947368421053,1_13
P30_111_502_2,P03,P03_04,00:07:23.3,00:07:23.1,00:07:23.8,26587,26630,open fridge,open,0,fridge,50,['fridge'],[12],0,4.0,5.0,4.0,4.0,4.0,0.0,0_50
P07_02_14_1,P07,P07_02_14_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,stir oats,stir,10,oat,127,['oat'],[127],1,5.0,4.0,5.0,1.0,5.0,0.4256756756756756,10_127
P37_103_3_3,P04,P04_04,00:10:57.9,00:11:00.6,00:11:01.6,39637,39694,open cupboard,open,30,cupboard,57,['cupboard'],[3],0,5.0,4.0,5.0,5.0,5.0,0.0,30_57
P10_04_141_3,P35,P35_104,00:53:47.851,00:53:46.72,00:53:48.79,161336,161439,close fridge,close,23,fridge,119,['fridge'],[12],0,4.0,4.0,4.0,4.0,4.0,0.0,23_119
P04_02_167_1,P04,P04_02_167_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,slice cucumber,slice,7,cucumber,72,['cucumber'],[72],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,7_72
P12_02_155_0,P12,P12_02_155_0,00:00:00.000,00:00:00.000,00:00:04.099,1,246,put salt back,put,1,salt,38,['salt'],[38],1,4.0,1.0,4.0,3.0,3.0,0.326923076923077,1_38
P06_101_386_1,P06,P06_101_386_1,00:00:00.000,00:00:00.000,00:00:02.083,1,125,pick up recycling,pick-up,0,recycling,54,['recycling'],[54],1,4.0,5.0,4.0,1.0,4.0,0.3910256410256411,0_54
P27_101_154_1,P27,P27_101_154_1,00:00:00.000,00:00:00.000,00:00:00.483,1,29,put down spoon,put-down,1,spoon,1,['spoon'],[1],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,1_1
P06_07_189_2,P06,P06_07_189_2,00:00:00.000,00:00:00.000,00:00:06.750,1,405,put down plate,put-down,1,plate,2,['plate'],[2],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,1_2
P06_101_50_3,P04,P04_121,00:25:46.1,00:25:45.5,00:25:48.2,77274,77412,put tea towel on oven door,put-on,7,towel:tea,16,"['towel:tea', 'door:oven']","[52, 46]",0,5.0,4.0,5.0,5.0,4.0,0.0,7_16
P22_16_495_0,P22,P22_16_495_0,00:00:00.000,00:00:00.000,00:00:01.250,1,75,put down bowl,put-down,1,bowl,7,['bowl'],[7],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,1_7
P37_101_28_2,P23,P23_102,00:40:55.101,00:40:54.00,00:41:10.37,122700,123518,mix curry,mix,0,curry,4,['curry'],[121],0,4.0,4.0,4.0,5.0,4.0,0.0,0_4
P04_110_150_0,P04,P04_110_150_0,00:00:00.000,00:00:00.000,00:00:01.166,1,70,open steamed bun,open,3,bun:steamed,33,['bun:steamed'],[33],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,3_33
P03_101_280_0,P03,P03_101_280_0,00:00:00.000,00:00:00.000,00:00:01.183,1,71,pick up cheese,pick-up,0,cheese,32,['cheese'],[32],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0_32
P05_08_128_3,P30,P30_05,00:14:27.930,00:14:26.27,00:14:27.40,51976,52044,open cupboard,open,2,cupboard,17,['cupboard'],[3],0,5.0,5.0,5.0,5.0,5.0,0.0,2_17
P01_09_80_1,P01,P01_09_80_1,00:00:00.000,00:00:00.000,00:00:01.100,1,66,take spatula,take,0,spatula,20,['spatula'],[20],1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,0_20
P04_109_89_2,P22,P22_07,00:30:38.4,00:30:33.8,00:30:40.1,110030,110407,rinse sink,rinse,0,sink,41,['sink'],[63],0,5.0,5.0,4.0,5.0,5.0,0.0,0_41
P20_04_23_0,P20,P20_04_23_0,00:00:00.000,00:00:00.000,00:00:02.200,1,132,close microwave,close,4,microwave,90,['microwave'],[90],1,5.0,1.0,5.0,5.0,3.0,0.396551724137931,4_90
P27_101_419_1,P27,P27_101_419_1,00:00:00.000,00:00:00.000,00:00:01.983,1,119,pick up degreaser,pick-up,0,degreaser,22,['degreaser'],[22],1,4.0,2.0,4.0,4.0,1.0,0.3055555555555556,0_22
P25_107_314,P25,P25_107,00:24:21.6,00:24:21.0,00:24:24.5,73048,73222,pick up aubergine,pick-up,0,aubergine,67,['aubergine'],[67],1,5.0,5.0,5.0,5.0,5.0,1.0,0_67
P04_109_278_2,P12,P12_101,00:17:42.2,00:17:41.7,00:17:42.5,53084,53126,put down stock container,put-down,0,container:stock,52,['container:stock'],[21],0,5.0,5.0,3.0,5.0,4.0,0.0,0_52
P25_107_428_3,P04,P04_110,00:00:24.1,00:00:23.3,00:00:24.6,1166,1229,pick up rice cooker lid,pick-up,22,lid:rice:cooker,67,['lid:rice:cooker'],[6],0,4.0,4.0,4.0,4.0,4.0,0.0,22_67
P06_101_2,P06,P06_101,00:00:06.4,00:00:05.8,00:00:12.6,290,630,pick up pepper,pick-up,0,pepper,37,['pepper'],[37],1,5.0,5.0,3.0,5.0,5.0,0.8529411764705883,0_37
P23_02_84_3,P04,P04_04,00:08:15.6,00:08:14.3,00:08:16.9,29658,29814,open drawer,open,10,drawer,121,['drawer'],[8],0,3.0,3.0,5.0,5.0,5.0,0.0,10_121
P06_09_119_2,P06,P06_09_119_2,00:00:00.000,00:00:00.000,00:00:12.500,1,750,stir pan,stir,10,pan,5,['pan'],[5],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,10_5
P01_09_135,P01,P01_09,00:10:22.3,00:10:20.5,00:10:21.8,37233,37308,take timer,take,0,timer,111,['timer'],[111],1,5.0,5.0,5.0,5.0,5.0,1.0,0_111
P22_07_217,P22,P22_07,00:09:36.7,00:09:36.2,00:09:36.9,34574,34613,close trash can,close,4,can:trash,36,['can:trash'],[36],1,5.0,5.0,5.0,5.0,5.0,1.0,4_36
P02_129_434_1,P02,P02_129_434_1,00:00:00.000,00:00:00.000,00:00:01.333,1,80,check cover,check,24,cover,89,['cover'],[89],1,4.0,5.0,3.0,1.0,5.0,0.3802521008403361,24_89
P01_09_101_0,P01,P01_09_101_0,00:00:00.000,00:00:00.000,00:00:01.466,1,88,put down bowl,put-down,1,bowl,7,['bowl'],[7],1,5.0,1.0,5.0,4.0,5.0,0.4256756756756756,1_7
P28_113_64,P28,P28_113,00:02:52.7,00:02:52.0,00:02:53.0,8599,8649,place knife,place,1,knife,4,['knife'],[4],1,4.0,5.0,4.0,5.0,4.0,0.8369565217391306,1_4
P12_02_184_1,P12,P12_02_184_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,cut cucumber,cut,7,cucumber,72,['cucumber'],[72],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,7_72
P06_07_63,P06,P06_07,00:03:56.9,00:03:52.9,00:03:58.9,13976,14336,take tray from under pizza,take-from,0,tray,35,"['tray', 'pizza']","[35, 91]",1,5.0,4.0,5.0,5.0,5.0,0.9404761904761904,0_35
P03_123_42_0,P03,P03_123_42_0,00:00:00.000,00:00:00.000,00:00:05.700,1,342,ladle lemon curd into clip top jar,ladle,16,curd:lemon,115,"['curd:lemon', 'jar:clip:top']","[115, 40]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,16_115
P02_101_26,P02,P02_101,00:00:56.9,00:00:57.3,00:01:02.9,2864,3145,pick up toast,pick-up,0,toast,33,['toast'],[33],1,5.0,5.0,5.0,4.0,4.0,0.8863636363636362,0_33
P27_101_188_0,P27,P27_101_188_0,00:00:00.000,00:00:00.000,00:00:00.700,1,42,put down cloth,put-down,1,cloth,17,['cloth'],[17],1,5.0,1.0,4.0,5.0,5.0,0.4256756756756756,1_17
P28_104_195,P28,P28_104,00:11:09.164,00:11:09.18,00:11:09.96,33459,33498,pour water,pour,9,water,27,['water'],[27],1,5.0,5.0,5.0,5.0,5.0,1.0,9_27
P06_101_36,P06,P06_101,00:01:29.7,00:01:30.0,00:01:30.6,4500,4532,put down lid,put-down,1,lid,6,['lid'],[6],1,5.0,5.0,1.0,3.0,2.0,0.3097014925373134,1_6
P02_03_288_1,P02,P02_03_288_1,00:00:00.000,00:00:00.000,00:00:00.866,1,52,put cheese down,put-down,1,cheese,32,['cheese'],[32],1,3.0,4.0,4.0,4.0,1.0,0.35,1_32
P03_05_27_0,P03,P03_05_27_0,00:00:00.000,00:00:00.000,00:00:01.750,1,105,grab lid,grab,0,lid,6,['lid'],[6],1,5.0,1.0,5.0,5.0,4.0,0.4256756756756756,0_6
P01_103_68_1,P01,P01_103_68_1,00:00:00.000,00:00:00.000,00:00:01.483,1,89,put cereals into cupboard,put-into,5,cereal,99,"['cereal', 'cupboard']","[99, 3]",1,4.0,4.0,4.0,1.0,3.0,0.35,5_99
P02_129_350_1,P03,P03_04,00:10:48.0,00:10:45.5,00:10:53.9,38728,39231,crumble stock cube,crumble,3,cube:stock,172,['cube:stock'],[95],0,5.0,5.0,5.0,5.0,5.0,0.0,3_172
P25_107_487_0,P25,P25_107_487_0,00:00:00.000,00:00:00.000,00:00:00.650,1,39,put down fork,put-down,1,fork,14,['fork'],[14],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,1_14
P04_12_6,P04,P04_12,00:00:38.5,00:00:46.0,00:00:47.5,2757,2851,open drawer,open,3,drawer,8,['drawer'],[8],1,5.0,5.0,5.0,5.0,5.0,1.0,3_8
P04_110_279_0,P04,P04_110_279_0,00:00:00.000,00:00:00.000,00:00:02.816,1,169,adjust pieces of broccoli,adjust,17,piece:broccoli,101,['piece:broccoli'],[101],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,17_101
P30_107_363,P30,P30_107,00:18:25.6,00:18:20.8,00:18:21.7,55040,55084,take mushroom,take,0,mushroom,56,['mushroom'],[56],1,5.0,5.0,5.0,4.0,5.0,0.9404761904761904,0_56
